host_as_client_flow_count,client_dst_ip_diversity,client_dst_port_diversity,host_as_server_flow_count,host_pair_flow_count,src_ip,dst_ip,src_out_degree,src_in_degree,src_total_degree,dst_out_degree,dst_in_degree,dst_total_degree,edge_weight,src_clustering_coefficient,dst_clustering_coefficient,other_hosts_to_dst_count,src_to_other_hosts_count,possible_p2p_client,synchronized_flows_count
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,122.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,122.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,122.0
957,3,3,,1,192.168.107.187,224.0.0.251,3,0,3,0,57,57,1,0.0,0.008771929824561403,57,343,1,122.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
8968,56,17,207.0,61,192.168.107.151,3.232.80.56,56,53,109,1,1,2,19,0.008771929824561403,0.0,0,314,1,123.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
8968,56,17,207.0,61,192.168.107.151,3.232.80.56,56,53,109,1,1,2,19,0.008771929824561403,0.0,0,314,1,123.0
8968,56,17,193.0,47,192.168.107.151,44.196.17.58,56,53,109,1,1,2,12,0.008771929824561403,0.0,0,321,1,124.0
8968,56,17,649.0,68,192.168.107.151,52.45.88.155,56,53,109,1,1,2,34,0.008771929824561403,0.0,0,299,1,125.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,127.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
8968,56,17,36.0,4,192.168.107.151,13.107.246.74,56,53,109,1,1,2,2,0.008771929824561403,0.0,0,331,1,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,128.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,129.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,141.0
27,2,3,,3,192.168.107.208,239.255.255.250,2,0,2,0,30,30,3,0.0,0.0,69,1,0,141.0
36,1,2,8968.0,4,13.107.246.74,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,141.0
9,1,2,8968.0,3,3.95.129.122,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,141.0
220,4,6,,8,192.168.107.29,192.168.107.255,4,0,4,0,7,7,8,0.0,0.0,6,36,1,143.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,144.0
8968,56,17,36.0,4,192.168.107.151,13.107.246.74,56,53,109,1,1,2,2,0.008771929824561403,0.0,0,331,1,148.0
479,3,3,,1,192.168.107.186,224.0.0.251,3,0,3,0,57,57,1,0.0,0.008771929824561403,57,173,1,150.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
11,2,2,,2,192.168.107.178,239.255.255.250,2,0,2,0,30,30,2,0.0,0.0,70,1,0,
36,1,2,8968.0,4,13.107.246.74,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,154.0
9,1,2,8968.0,3,54.90.36.212,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,154.0
34,3,3,,1,192.168.107.126,224.0.0.251,3,0,3,0,57,57,1,0.0,0.008771929824561403,57,6,1,154.0
32,2,3,,5,192.168.107.202,239.255.255.250,2,0,2,0,30,30,5,0.0,0.0,67,1,0,
8968,56,17,649.0,68,192.168.107.151,52.45.88.155,56,53,109,1,1,2,34,0.008771929824561403,0.0,0,299,1,154.0
14,1,2,,3,192.168.107.184,239.255.255.250,1,0,1,0,30,30,3,0.0,0.0,69,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,154.0
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,158.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,144.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,118.0
8968,56,17,139.0,4,192.168.107.151,13.248.241.7,56,53,109,1,1,2,2,0.008771929824561403,0.0,0,331,1,115.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,116.0
139,1,2,8968.0,4,13.248.241.7,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,116.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,116.0
8968,56,17,207.0,61,192.168.107.151,3.232.80.56,56,53,109,1,1,2,19,0.008771929824561403,0.0,0,314,1,
17,2,2,,1,192.168.107.224,224.0.0.251,2,1,3,0,57,57,1,1.0,0.008771929824561403,57,1,0,102.0
8968,56,17,92.0,18,192.168.107.151,52.168.117.170,56,53,109,1,1,2,9,0.008771929824561403,0.0,0,324,1,94.0
8968,56,17,92.0,18,192.168.107.151,52.168.117.170,56,53,109,1,1,2,9,0.008771929824561403,0.0,0,324,1,94.0
8968,56,17,60.0,12,192.168.107.151,140.82.112.22,56,53,109,1,1,2,6,0.008771929824561403,0.0,0,327,1,94.0
8968,56,17,25.0,4,192.168.107.151,3.88.247.34,56,53,109,1,1,2,2,0.008771929824561403,0.0,0,331,1,94.0
8968,56,17,28.0,10,192.168.107.151,13.107.5.93,56,53,109,1,1,2,5,0.008771929824561403,0.0,0,328,1,94.0
8968,56,17,28.0,10,192.168.107.151,13.107.5.93,56,53,109,1,1,2,5,0.008771929824561403,0.0,0,328,1,94.0
8968,56,17,60.0,12,192.168.107.151,140.82.112.22,56,53,109,1,1,2,6,0.008771929824561403,0.0,0,327,1,94.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
18,3,3,,1,192.168.107.193,224.0.0.251,3,1,4,0,57,57,1,0.3333333333333333,0.008771929824561403,57,2,0,94.0
28,1,5,8968.0,10,13.107.5.93,192.168.107.151,1,1,2,56,53,109,5,0.0,0.008771929824561403,364,0,0,90.0
28,1,5,8968.0,10,13.107.5.93,192.168.107.151,1,1,2,56,53,109,5,0.0,0.008771929824561403,364,0,0,90.0
8968,56,17,380.0,6,192.168.107.151,104.18.19.125,56,53,109,1,1,2,3,0.008771929824561403,0.0,0,330,1,93.0
380,1,3,8968.0,6,104.18.19.125,192.168.107.151,1,1,2,56,53,109,3,0.0,0.008771929824561403,366,0,0,95.0
8968,56,17,193.0,47,192.168.107.151,44.196.17.58,56,53,109,1,1,2,12,0.008771929824561403,0.0,0,321,1,
1,1,1,,1,192.168.107.192,192.168.107.255,1,0,1,0,7,7,1,0.0,0.0,13,0,0,
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,95.0
92,1,9,8968.0,18,52.168.117.170,192.168.107.151,1,1,2,56,53,109,9,0.0,0.008771929824561403,360,0,0,95.0
92,1,9,8968.0,18,52.168.117.170,192.168.107.151,1,1,2,56,53,109,9,0.0,0.008771929824561403,360,0,0,95.0
307,2,3,,6,192.168.107.33,239.255.255.250,2,0,2,0,30,30,6,0.0,0.0,66,1,0,93.0
60,1,6,8968.0,12,140.82.112.22,192.168.107.151,1,1,2,56,53,109,6,0.0,0.008771929824561403,363,0,0,93.0
25,1,2,8968.0,4,3.88.247.34,192.168.107.151,1,1,2,56,53,109,2,0.0,0.008771929824561403,367,0,0,94.0
60,1,6,8968.0,12,140.82.112.22,192.168.107.151,1,1,2,56,53,109,6,0.0,0.008771929824561403,363,0,0,94.0
8968,56,17,649.0,68,192.168.107.151,52.45.88.155,56,53,109,1,1,2,34,0.008771929824561403,0.0,0,299,1,82.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,87.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,90.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
136,1,1,,1,192.168.107.190,224.0.0.251,1,0,1,0,57,57,1,0.0,0.008771929824561403,57,0,0,89.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,89.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
8968,56,17,6.0,2,192.168.107.151,98.87.109.72,56,53,109,1,1,2,1,0.008771929824561403,0.0,0,332,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,90.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,90.0
8968,56,17,87.0,2,192.168.107.151,52.182.143.214,56,53,109,1,1,2,1,0.008771929824561403,0.0,0,332,1,90.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,89.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,98.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,98.0
8968,56,17,6.0,2,192.168.107.151,3.86.123.152,56,53,109,1,1,2,1,0.008771929824561403,0.0,0,332,1,
6,1,1,8968.0,2,98.87.109.72,192.168.107.151,1,1,2,56,53,109,1,0.0,0.008771929824561403,368,0,0,95.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,16.0,2,192.168.107.151,98.91.149.248,56,53,109,1,1,2,1,0.008771929824561403,0.0,0,332,1,83.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,86.0,2,192.168.107.151,75.2.76.8,56,53,109,1,1,2,1,0.008771929824561403,0.0,0,332,1,82.0
6,1,1,8968.0,2,3.86.123.152,192.168.107.151,1,1,2,56,53,109,1,0.0,0.008771929824561403,368,0,0,83.0
86,1,1,8968.0,2,75.2.76.8,192.168.107.151,1,1,2,56,53,109,1,0.0,0.008771929824561403,368,0,0,79.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,75.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,75.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,75.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,75.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,207.0,61,192.168.107.151,3.232.80.56,56,53,109,1,1,2,19,0.008771929824561403,0.0,0,314,1,
16,1,1,8968.0,2,98.91.149.248,192.168.107.151,1,1,2,56,53,109,1,0.0,0.008771929824561403,368,0,0,95.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,100.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,100.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,107.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,107.0
8968,56,17,193.0,47,192.168.107.151,44.196.17.58,56,53,109,1,1,2,12,0.008771929824561403,0.0,0,321,1,
207,1,42,8968.0,61,3.232.80.56,192.168.107.151,1,1,2,56,53,109,42,0.0,0.008771929824561403,327,0,0,95.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
17,2,2,8968.0,2,192.168.107.157,192.168.107.151,2,1,3,56,53,109,1,1.0,0.008771929824561403,368,1,0,93.0
8968,56,17,17.0,2,192.168.107.151,192.168.107.157,56,53,109,2,1,3,1,0.008771929824561403,1.0,0,332,1,93.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,93.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,93.0
8968,56,17,649.0,68,192.168.107.151,52.45.88.155,56,53,109,1,1,2,34,0.008771929824561403,0.0,0,299,1,93.0
193,1,35,8968.0,47,44.196.17.58,192.168.107.151,1,1,2,56,53,109,35,0.0,0.008771929824561403,334,0,0,93.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,93.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,93.0
17,2,2,,1,192.168.107.226,224.0.0.251,2,1,3,0,57,57,1,1.0,0.008771929824561403,57,1,0,96.0
649,1,34,8968.0,68,52.45.88.155,192.168.107.151,1,1,2,56,53,109,34,0.0,0.008771929824561403,335,0,0,96.0
8968,56,17,207.0,61,192.168.107.151,3.232.80.56,56,53,109,1,1,2,19,0.008771929824561403,0.0,0,314,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,93.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,93.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,90.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,90.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,89.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,89.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,89.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,89.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,84.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
